#RunNum   EventNum    x(mm)    y(mm)    z(mm)
2384 9641 -0.631171 -19.8882 -1.63159
2384 9708 -0.48791 -19.6885 -1.66781
2384 9769 -0.204842 -20.5122 -1.707
2384 9789 0.190678 -20.0798 -1.41714
2384 9814 -0.0733138 -20.2609 -1.34218
2384 9824 -0.304957 -20.1685 -1.39102
2384 9872 -0.121913 -20.7677 -1.62276
2384 9883 0.184865 -20.6834 -1.5586
2384 9923 -0.310982 -20.0792 -1.51391
2384 9955 -0.622503 -19.867 -1.64725
2384 10017 0.163834 -20.5916 -1.42667
2384 10038 -0.453226 -21.2037 -1.42953
2384 10058 -0.227446 -20.8571 -1.44432
2384 10146 -0.254492 -21.0606 -1.40651
2384 10202 -0.0441387 -20.3689 -1.37556
2384 10356 0.473848 -20.2106 -1.50576
2384 10409 -0.0962784 -19.5765 -1.53007
2384 10467 -0.588918 -20.4511 -1.55304
2384 10469 -0.0367463 -20.7939 -1.48024
2384 10539 -0.237355 -20.5756 -1.53536
2384 10553 0.564271 -20.2822 -1.46234
2384 10576 -0.022611 -20.5369 -1.48857
2384 10674 0.0261439 -20.4942 -1.48365
2384 10680 -0.256932 -20.4835 -1.45132
2384 10769 0.317423 -20.9907 -1.60754
2384 10810 0.475006 -20.418 -1.64435
2384 10814 -0.548989 -20.3557 -1.48503
2384 10837 -0.317349 -20.0512 -1.40996
2384 10867 0.466342 -20.7454 -1.45579
2384 10950 -0.243036 -20.5678 -1.57755
2384 10993 0.435571 -20.513 -1.55705
2384 11003 1.00989 -20.7495 -1.52299
2384 11023 -0.446573 -20.8146 -1.44935
2384 11126 0.249983 -20.74 -1.44553
2384 11152 -0.332824 -19.885 -1.49782
2384 11171 0.0797722 -19.9697 -1.62009
2384 11222 -0.488027 -20.6937 -1.47552
2384 11278 0.342781 -20.6423 -1.34538
2384 11294 0.188511 -20.673 -1.41979
2384 11326 -0.595354 -20.7341 -1.39814
2384 11386 -0.338304 -20.543 -1.4211
2384 11471 -0.291727 -20.9918 -1.46831
2384 11490 -0.173632 -20.9506 -1.55791
2384 11502 -0.438147 -19.9405 -1.48844
2384 11536 0.25455 -21.1761 -1.44082
2384 11544 0.00102389 -20.7477 -1.55986
2384 11571 -0.58783 -20.7106 -1.64
2384 11611 -0.0651086 -20.6765 -1.43904
2384 11659 0.0742907 -20.6539 -1.40573
2384 11678 -0.535945 -20.5754 -1.57334
2384 11730 -0.112481 -20.5232 -1.41376
2384 11738 0.272459 -21.2789 -1.57851
2384 11787 -0.171134 -20.8034 -1.64373
2384 11830 0.239882 -20.1341 -1.5216
2384 11925 -0.246697 -20.3499 -1.48829
2384 11932 -0.108223 -20.6604 -1.55771
2384 12000 -0.0351236 -20.6399 -1.52286
2384 12112 0.337935 -20.3836 -1.38891
2384 12138 -0.0272159 -20.6395 -1.48442
2384 12184 -0.432158 -20.9805 -1.44687
2384 12270 -0.768602 -20.8011 -1.47876
2384 12450 0.00576526 -20.624 -1.44395
2384 12453 -0.131926 -20.6459 -1.59995
2384 12467 -0.0747239 -20.7175 -1.3856
2384 12503 0.230123 -20.8557 -1.52979
2384 12505 -0.716377 -21.2256 -1.4458
2384 12609 -0.0649001 -20.5984 -1.54618
2384 12656 -0.139986 -20.2576 -1.52622
2384 12675 0.168291 -20.8686 -1.37168
2384 12697 -0.397733 -21.0719 -1.50672
2384 12704 0.0100374 -20.5681 -1.36029
2384 12794 -0.58653 -20.8785 -1.49081
2384 12812 0.393031 -19.6055 -1.50678
2384 12829 -0.581222 -20.05 -1.51667
2384 12851 -0.800396 -20.2664 -1.30988
2384 12884 -0.263192 -20.7626 -1.48804
2384 12899 0.842102 -20.5764 -1.44974
2384 12948 -0.323946 -20.8388 -1.40583
2384 12986 -0.109946 -20.4221 -1.46759
2384 13016 0.322 -20.4471 -1.50283
2384 13098 -0.304391 -20.339 -1.49014
2384 13101 -0.0309707 -20.3901 -1.46678
2384 13108 -0.83855 -20.8837 -1.51333
2384 13114 0.340927 -20.4538 -1.55537
2384 13170 -0.732334 -20.4233 -1.50084
2384 13184 -0.0957729 -20.1473 -1.59119
2384 13247 -0.0269267 -19.9562 -1.35251
2384 13297 -0.0577903 -20.0651 -1.71905
2384 13308 0.616146 -20.8274 -1.3851
2384 13358 0.0548117 -20.4302 -1.36917
2384 13389 -0.385422 -19.8376 -1.33994
2384 13436 -0.351934 -20.1222 -1.4822
2384 13458 -0.584912 -21.0438 -1.44597
2384 13475 -0.555583 -20.8094 -1.50511
2384 13536 -0.288654 -20.4675 -1.43585
2384 13543 -0.303613 -20.2167 -1.52696
2384 13552 -0.226922 -20.8928 -1.61345
2384 13630 -0.260794 -20.1102 -1.48996
2384 13645 -0.559678 -20.6586 -1.60092
2384 13781 -0.179785 -21.4416 -1.58418
2384 13810 0.519684 -20.7499 -1.44034
2384 13826 -0.757689 -20.242 -1.60289
2384 13848 0.0702445 -20.6631 -1.51885
2384 13853 -0.0702017 -20.4598 -1.50169
2384 13924 -0.16677 -20.4012 -1.6825
2384 13946 0.240057 -20.587 -1.61088
2384 13999 0.305167 -20.4118 -1.42065
2384 14070 -0.40295 -20.7545 -1.43012
2384 14089 -0.372692 -20.6111 -1.4789
2384 14090 0.277144 -20.6842 -1.5017
2384 14152 -0.148921 -20.5163 -1.55254
2384 14218 -0.124736 -20.142 -1.54607
2384 14221 0.530212 -20.0458 -1.37741
2384 14228 0.140378 -20.7738 -1.51674
2384 14230 -0.216334 -21.2512 -1.50622
2384 14295 -0.404757 -20.2391 -1.6487
2384 14309 -0.549467 -20.2488 -1.56276
2384 14329 -0.896716 -21.4084 -1.40731
2384 14342 -0.018907 -20.8394 -1.46526
2384 14383 0.110413 -20.9968 -1.42083
2384 14385 -0.549123 -20.9534 -1.5739
2384 14396 0.0492972 -20.6134 -1.57804
2384 14443 -0.197263 -20.894 -1.5319
2384 14492 0.16198 -20.3353 -1.52382
2384 14607 -0.197618 -19.8055 -1.42173
2384 14649 -0.123273 -21.0205 -1.50029
2384 14680 -0.74458 -20.6021 -1.51164
2384 14681 0.189254 -20.2501 -1.57428
2384 14820 -0.0309545 -20.292 -1.37715
2384 14822 -0.00597586 -20.4253 -1.54005
2384 14867 -0.496409 -20.6764 -1.53063
2384 14892 -0.497585 -20.9346 -1.30594
2384 14923 -0.410627 -20.4209 -1.55418
2384 14942 -0.195212 -20.4696 -1.63991
2384 15018 -0.505366 -20.1929 -1.42291
2384 15026 -0.145297 -20.5236 -1.47725
2384 15139 -0.498745 -20.3781 -1.76159
2384 15142 -0.282741 -20.3379 -1.49004
2384 15223 -0.727372 -22.0358 -1.35359
2384 15231 -0.694801 -21.0919 -1.50406
2384 15257 -0.454044 -20.462 -1.52959
2384 15300 -0.423927 -20.4067 -1.71204
2384 15311 -0.596985 -20.7839 -1.66487
2384 15334 -0.317812 -20.4972 -1.40166
2384 15359 -0.301298 -20.887 -1.49005
2384 15364 0.207065 -20.5052 -1.44876
2384 15404 -0.41255 -20.7415 -1.4841
2384 15441 0.328232 -20.9758 -1.38865
2384 15450 -0.305896 -20.4466 -1.57651
2384 15452 -0.788973 -20.9576 -1.58877
2384 15482 0.455482 -19.8099 -1.71099
2384 15536 -0.398685 -20.0134 -1.48889
2384 15580 0.121353 -20.3192 -1.59044
2384 15633 -0.446359 -20.4802 -1.36494
2384 15665 -0.711481 -20.8253 -1.64712
2384 15740 0.434816 -20.3162 -1.62563
2384 15829 -0.272001 -20.4732 -1.48443
2384 15841 -0.201116 -20.2617 -1.56555
2384 15895 -0.392322 -20.5449 -1.48202
2384 15961 -0.29765 -20.1479 -1.56076
2384 15969 -0.183575 -20.3528 -1.57496
2384 15970 -0.293725 -20.6606 -1.47105
2384 16036 -0.519727 -20.5275 -1.35409
2384 16060 -0.298009 -20.5212 -1.52868
2384 16078 0.0349212 -20.3657 -1.43413
2384 16080 -0.0902723 -20.5489 -1.70698
2384 16122 0.12709 -20.0793 -1.63582
2384 16210 -0.0985373 -21.0313 -1.55741
2384 16226 0.295179 -20.6997 -1.38245
2384 16230 -0.595291 -20.4964 -1.58299
2384 16244 -0.459194 -21.4807 -1.61682
2384 16260 -0.523942 -21.1636 -1.42799
2384 16307 -0.235029 -20.2524 -1.36802
2384 16367 0.27556 -20.94 -1.27958
2384 16409 -0.0407659 -20.6475 -1.37265
2384 16435 0.0582796 -20.0479 -1.62219
2384 16466 0.0162514 -20.2912 -1.50859
2384 16554 -0.131509 -20.256 -1.45228
2384 16583 -0.0946811 -20.4579 -1.39399
2384 16667 -0.757978 -20.6595 -1.35803
2384 16739 -0.320976 -19.7749 -1.37677
2384 16752 -0.742676 -21.2711 -1.55585
2384 16829 -0.611667 -21.0658 -1.48688
2384 16850 -0.271648 -20.7528 -1.54992
2384 16889 0.416534 -20.6907 -1.31195
2384 16954 0.270173 -20.8405 -1.4652
2384 17000 0.0873911 -20.4563 -1.53879
2384 17056 -0.054581 -20.8851 -1.48778
2384 17132 -0.400588 -20.9647 -1.57258
2384 17194 0.0559812 -19.1388 -1.40326
2384 17213 -0.804065 -20.4989 -1.61538
2384 17218 -0.0740394 -21.0716 -1.62844
2384 17235 0.761238 -20.0974 -1.47823
2384 17274 0.41828 -21.161 -1.7636
2384 17307 0.0424529 -19.9959 -1.41841
2384 17425 -0.660023 -19.8221 -1.59557
2384 17472 -0.338892 -20.3555 -1.60151
2384 17476 0.074113 -20.7381 -1.26521
2384 17495 0.0445056 -20.2027 -1.51414
2384 17511 -0.490818 -20.9569 -1.56216
2384 17562 0.0835928 -20.8525 -1.62046
2384 17596 -0.613752 -21.0568 -1.38777
2384 17606 -0.285931 -20.8706 -1.46702
2384 17686 0.198791 -20.5813 -1.48627
2384 17729 -0.0509895 -20.5198 -1.45578
2384 17776 -0.812112 -20.8419 -1.43415
2384 17800 -0.126478 -20.4286 -1.50791
2384 17916 -0.557948 -20.6054 -1.46305
2384 17993 -0.452795 -20.813 -1.46944
2384 18037 -0.487196 -20.3985 -1.54428
2384 18069 -0.254177 -20.5258 -1.61248
2384 18076 0.290103 -20.469 -1.51371
2384 18126 0.134008 -20.3777 -1.54769
2384 18154 0.363041 -20.9541 -1.57573
2384 18175 0.0701853 -20.838 -1.47582
2384 18206 -0.0901717 -20.7363 -1.67073
2384 18207 -0.326782 -20.3828 -1.473
2384 18221 -0.414007 -20.687 -1.47132
2384 18237 -0.311113 -20.6599 -1.62702
2384 18251 0.115795 -20.9342 -1.43391
2384 18420 0.652081 -20.3238 -1.39007
2384 18426 -0.180404 -20.0703 -1.74494
2384 18438 0.181339 -20.2341 -1.62356
2384 18482 -0.415902 -20.433 -1.47961
2384 18486 -0.141383 -20.5182 -1.39344
2384 18515 -0.399893 -20.2806 -1.51247
2384 18564 -0.50356 -19.8743 -1.60363
2384 18581 0.195257 -21.0744 -1.32105
2384 18630 -0.138898 -20.954 -1.26833
2384 18673 0.0444804 -20.4972 -1.57884
2384 18724 -0.109696 -20.6293 -1.52857
2384 18775 -0.489785 -20.3823 -1.48547
2384 18782 -0.125181 -20.258 -1.44522
2384 18799 -0.721114 -20.5046 -1.45877
2384 18852 -0.213394 -20.2817 -1.43159
2384 18880 -0.102573 -20.3992 -1.35197
2384 18894 0.03412 -19.8646 -1.51927
2384 18909 0.187646 -20.6365 -1.54101
2384 18911 -0.0402973 -20.9623 -1.48328
2384 18913 -0.255106 -20.3409 -1.44873
2384 18984 -0.0283916 -20.6672 -1.57514
2384 19083 0.23031 -21.1014 -1.45309
2384 19125 -0.395115 -20.5403 -1.50052
2384 19186 0.401117 -20.9317 -1.56974
2384 19200 0.0957768 -20.694 -1.37002
2384 19201 0.0158171 -20.6726 -1.50755
2384 19279 -0.0419117 -20.3659 -1.40348
2384 19348 -1.01081 -20.4918 -1.44298
2384 19350 -0.048688 -20.2332 -1.48678
2384 19403 -0.958508 -20.5455 -1.52474
2384 19501 -0.690586 -20.3703 -1.57564
2384 19710 -0.0723044 -21.0092 -1.72118
2384 19717 0.0213168 -20.3543 -1.45172
2384 19737 -0.152592 -20.8551 -1.36889
2384 19794 -0.128294 -20.59 -1.58593
2384 19869 0.0778846 -20.4754 -1.64345
2384 19944 -0.0651642 -20.5071 -1.55203
2384 20010 -0.196258 -20.6389 -1.31936
2384 20186 0.374539 -21.1824 -1.56415
2384 20193 -0.465032 -20.5186 -1.36216
2384 20222 -0.589683 -20.4474 -1.43075
2384 20265 0.0138629 -21.1596 -1.40087
2384 20351 0.204722 -20.5959 -1.72299
2384 20390 -0.414203 -20.5265 -1.40626
2384 20422 0.321225 -20.4107 -1.59234
2384 20435 -0.406618 -20.5265 -1.45801
2384 20520 0.405399 -20.7846 -1.62285
2384 20523 -0.92744 -20.6019 -1.47518
2384 20526 0.196209 -20.6133 -1.5011
2384 20559 -0.582193 -20.423 -1.4849
2384 20564 -0.323678 -20.8433 -1.62123
2384 20640 0.615013 -20.5265 -1.63998
2384 20649 -0.232115 -20.4603 -1.71756
2384 20765 -0.134593 -20.5565 -1.65599
2384 20799 -0.466628 -20.9088 -1.51052
2384 20842 0.0641079 -20.3624 -1.36314
2384 20855 0.10476 -20.4674 -1.61078
2384 20909 -0.224375 -19.7813 -1.32147
2384 20921 0.119729 -20.7105 -1.51412
2384 20925 0.539814 -20.2512 -1.61371
2384 20938 0.0880603 -20.3665 -1.34093
2384 21012 -0.253661 -20.4985 -1.32561
2384 21029 -0.572616 -21.0527 -1.61597
2384 21057 0.2483 -20.0872 -1.55754
2384 21061 -0.0113585 -20.7373 -1.47085
2384 21105 -0.452486 -19.8117 -1.55388
2384 21121 -0.224139 -21.2419 -1.57642
2384 21124 -0.098592 -20.0404 -1.40254
2384 21197 -0.296199 -19.6646 -1.35864
2384 21211 -0.094195 -20.2964 -1.37992
2384 21240 -0.602306 -20.114 -1.44997
2384 21264 -0.787202 -20.4404 -1.51451
2384 21304 -0.331015 -20.9471 -1.15475
2384 21310 0.034592 -21.0565 -1.58833
2384 21329 0.250684 -20.8941 -1.42317
2384 21360 0.105663 -21.0142 -1.50141
2384 21373 0.462251 -20.3312 -1.57351
2384 21416 0.468604 -20.1872 -1.59433
2384 21418 -0.616983 -20.8546 -1.40115
2384 21454 -0.0692407 -20.8744 -1.35733
2384 21476 0.559017 -20.5922 -1.4207
2384 21477 0.694401 -20.6727 -1.55273
2384 21497 0.385485 -20.2762 -1.51286
2384 21544 -0.188612 -20.2328 -1.47645
2384 21579 0.338956 -20.2644 -1.3472
2384 21640 -0.00863267 -20.3759 -1.49793
2384 21643 -0.893936 -19.9887 -1.44411
2384 21678 -0.448893 -20.7517 -1.49752
2384 21685 -0.301905 -20.7007 -1.54785
2384 21693 -0.67753 -20.6436 -1.41487
2384 21709 -0.193653 -20.675 -1.53927
2384 21782 0.0788362 -20.67 -1.52562
2384 21908 0.206108 -20.5161 -1.42773
2384 21935 0.616748 -20.584 -1.39502
2384 21943 0.0464743 -20.8969 -1.50019
2384 21997 -0.699188 -20.9926 -1.43172
2384 22020 -0.151415 -20.4916 -1.44645
2384 22143 -0.481472 -21.1881 -1.63557
2384 22208 -0.492315 -20.5581 -1.49733
2384 22251 0.126372 -20.3245 -1.40426
2384 22332 0.237388 -20.7654 -1.61725
2384 22374 -0.655242 -20.2891 -1.40054
2384 22393 -0.60475 -20.4415 -1.47405
2384 22403 -0.234821 -20.9789 -1.46864
2384 22441 -0.755376 -20.0861 -1.49243
2384 22480 -0.731057 -20.7034 -1.42445
2384 22549 -0.890067 -21.3236 -1.45966
2384 22564 -0.563798 -21.1894 -1.36448
2384 22576 0.29027 -20.5579 -1.52514
2384 22616 0.472465 -20.7677 -1.46801
2384 22801 0.194088 -21.1075 -1.51205
2384 22804 -0.549709 -20.0128 -1.51014
2384 22948 0.268991 -20.3386 -1.55744
2384 22949 -0.0908627 -20.3426 -1.69305
2384 22969 -0.512807 -19.9054 -1.49673
2384 22984 -0.37404 -20.8507 -1.36975
2384 23036 -0.0845974 -20.5128 -1.69616
2384 23115 -0.376158 -20.6127 -1.60993
2384 23137 0.176903 -20.6049 -1.42396
2384 23140 -0.16251 -20.9116 -1.48124
2384 23158 0.319669 -20.4122 -1.36637
2384 23249 -0.0260753 -20.6833 -1.46697
2384 23256 -0.350635 -20.8655 -1.55836
2384 23352 -0.163978 -21.3004 -1.5016
2384 23378 -0.219099 -20.7822 -1.54217
2384 23463 -0.0376706 -20.978 -1.61667
2384 23507 0.211728 -20.7984 -1.36673
2384 23547 -0.601488 -20.8743 -1.51979
2384 23572 -0.0292565 -20.7536 -1.28587
2384 23592 -0.0313431 -20.4921 -1.48272
2384 23624 -0.175599 -20.3696 -1.40085
2384 23655 -0.549694 -20.4492 -1.28589
2384 23740 -0.152739 -20.4394 -1.43788
2384 23741 0.520818 -20.708 -1.43662
2384 23783 -0.434613 -20.4418 -1.583
2384 23831 -1.09099 -21.2386 -1.72836
2384 23877 0.267468 -20.6894 -1.57958
2384 23891 -0.564361 -20.9259 -1.45837
2384 23924 0.325923 -20.9154 -1.40196
2384 23975 -0.254832 -20.5339 -1.55218
2384 24033 -0.23136 -20.6801 -1.55801
2384 24038 -0.226392 -20.8787 -1.47623
2384 24040 0.246635 -20.4823 -1.46846
2384 24077 0.261159 -20.5993 -1.4725
2384 24082 0.716813 -19.9538 -1.47892
2384 24270 -0.190872 -20.4873 -1.45851
2384 24346 0.00264227 -20.8791 -1.45206
2384 24423 -0.331021 -20.3756 -1.45614
2384 24432 0.207975 -20.2679 -1.52293
2384 24595 -0.641233 -20.3658 -1.54842
2384 24724 -0.584879 -21.0976 -1.317
2384 24769 -0.752552 -20.3727 -1.47335
2384 24814 0.0343503 -20.6886 -1.5438
2384 24855 -0.193385 -20.7983 -1.44987
2384 24859 -0.588718 -20.9177 -1.67626
2384 24872 -0.0386423 -20.8618 -1.39187
2384 24916 0.163341 -20.0743 -1.51991
2384 24956 0.670787 -20.0767 -1.48956
2384 24958 -0.179943 -20.5796 -1.45059
2384 25002 0.0354573 -21.2831 -1.54761
2384 25014 0.258277 -20.2411 -1.5073
2384 25055 -0.898034 -20.9118 -1.51667
2384 25098 0.174654 -20.545 -1.47428
2384 25115 0.306636 -20.6637 -1.47352
2384 25136 -0.283727 -21.1278 -1.43162
