#RunNum   EventNum    x(mm)    y(mm)    z(mm)
2384 25169 -0.0332357 -20.4787 -1.62641
2384 25176 0.0240928 -20.5828 -1.46555
2384 25220 0.147696 -20.0726 -1.48641
2384 25233 -0.425989 -20.7635 -1.6439
2384 25281 -0.78003 -20.0906 -1.53913
2384 25305 -0.321741 -19.2961 -1.47504
2384 25310 0.3246 -20.6331 -1.67503
2384 25351 -0.706238 -20.7729 -1.20998
2384 25387 0.437506 -20.2625 -1.52044
2384 25399 0.111777 -20.3235 -1.52509
2384 25437 -0.0279059 -20.6007 -1.56363
2384 25440 0.100111 -20.417 -1.42634
2384 25446 0.0449238 -20.4908 -1.45423
2384 25552 -0.349993 -20.745 -1.51183
2384 25714 -0.0757712 -20.7537 -1.52638
2384 25742 -0.0429726 -20.2364 -1.5891
2384 25753 0.336807 -19.8571 -1.46732
2384 25758 0.153388 -20.8464 -1.41211
2384 25789 0.107116 -21.1007 -1.43723
2384 25846 -0.457291 -20.1676 -1.34218
2384 26025 -0.264718 -20.2208 -1.59825
2384 26046 -0.371144 -20.1542 -1.48241
2384 26103 0.0453644 -20.8104 -1.44926
2384 26128 -0.325586 -20.4324 -1.50749
2384 26139 0.226528 -20.5861 -1.52288
2384 26160 -0.329959 -20.6446 -1.49693
2384 26161 -0.750718 -20.5449 -1.38919
2384 26274 0.07589 -20.7946 -1.57368
2384 26381 -0.0395155 -20.4259 -1.421
2384 26436 0.0496521 -20.4838 -1.48664
2384 26500 -0.478106 -20.4802 -1.42545
2384 26506 -0.0592678 -20.5524 -1.44015
2384 26510 -0.134863 -20.632 -1.58494
2384 26520 -0.0409668 -20.6294 -1.39752
2384 26563 -0.10916 -20.427 -1.53486
2384 26573 -0.35409 -21.1853 -1.54601
2384 26591 -0.745682 -19.9716 -1.46307
2384 26651 -0.326078 -20.789 -1.64683
2384 26906 0.310532 -20.58 -1.42107
2384 26918 -0.784163 -20.4669 -1.54711
2384 26919 -0.747414 -20.4265 -1.53519
2384 26924 -0.349173 -20.6791 -1.44506
2384 26965 0.158214 -19.8561 -1.50228
2384 27026 -0.542316 -20.2635 -1.56357
2384 27067 -0.123611 -20.6807 -1.51931
2384 27068 0.0523163 -20.3095 -1.49574
2384 27177 -0.221889 -20.9897 -1.45118
2384 27239 -0.509856 -20.2031 -1.43819
2384 27280 0.204673 -20.2068 -1.29722
2384 27296 0.0795809 -20.647 -1.53467
2384 27344 -0.502548 -20.7067 -1.31793
2384 27373 -0.305955 -21.1291 -1.48903
2384 27374 -0.94898 -20.5666 -1.50105
2384 27375 -0.195462 -20.3467 -1.52243
2384 27383 0.27396 -20.6964 -1.41516
2384 27387 -0.475578 -21.1491 -1.48119
2384 27400 0.161889 -20.8416 -1.40049
2384 27405 -0.0695738 -20.5054 -1.63579
2384 27420 0.156144 -20.8073 -1.51583
2384 27423 0.0121854 -20.4095 -1.49487
2384 27563 -0.450561 -19.9944 -1.36149
2384 27667 -0.538216 -20.472 -1.5937
2384 27714 -0.611409 -20.4279 -1.52012
2384 27729 -0.571159 -20.0864 -1.49741
2384 27733 -0.673091 -20.4286 -1.66355
2384 27863 -0.0602218 -20.688 -1.42282
2384 27924 -0.608942 -20.0424 -1.55172
2384 27928 0.134208 -20.4437 -1.5453
2384 27934 -0.261805 -20.751 -1.35956
2384 27937 -0.243564 -20.4235 -1.70155
2384 27956 0.530576 -20.7158 -1.43062
2384 28097 -0.098053 -20.8477 -1.27843
2384 28290 -0.774117 -19.9501 -1.48672
2384 28312 -0.89489 -20.3776 -1.53417
2384 28364 0.0622988 -21.095 -1.48485
2384 28367 -0.157868 -20.7115 -1.45703
2384 28380 0.122061 -20.4013 -1.33164
2384 28443 -0.220799 -20.6128 -1.50602
2384 28478 0.27323 -20.5921 -1.43485
2384 28646 -0.181473 -20.2466 -1.51663
2384 28667 -0.0458295 -20.2299 -1.67564
2384 28692 -0.197412 -20.455 -1.58496
2384 28708 -0.727637 -20.093 -1.44193
2384 28711 -0.300665 -20.3081 -1.4832
2384 28804 -0.181742 -21.2123 -1.83441
2384 28811 -0.625724 -20.9811 -1.44208
2384 28953 -0.0457247 -21.1892 -1.42047
2384 29048 -0.284601 -20.4003 -1.37831
2384 29087 -0.186451 -20.8081 -1.59897
2384 29111 -0.156498 -20.6011 -1.67144
2384 29137 -0.696375 -20.8305 -1.48392
2384 29142 -0.1896 -20.6375 -1.55479
2384 29182 -0.120078 -20.5565 -1.65664
2384 29268 -0.429174 -20.8494 -1.47745
2384 29279 -0.000936395 -20.4428 -1.4028
2384 29297 0.111958 -20.9697 -1.37831
2384 29299 -0.0828647 -20.0368 -1.49125
2384 29304 -0.0571921 -20.3721 -1.52587
2384 29360 0.535943 -20.4228 -1.40743
2384 29405 -0.400164 -20.3029 -1.60179
2384 29482 0.350885 -20.4308 -1.63609
2384 29506 -0.493848 -19.9968 -1.41457
2384 29564 0.05859 -20.5012 -1.7244
2384 29567 -0.667004 -20.6077 -1.44661
2384 29587 -0.0669612 -20.602 -1.38526
2384 29758 -0.374709 -20.1802 -1.47992
2384 29815 -0.415126 -20.2878 -1.64038
2384 29819 -0.509775 -20.7993 -1.56685
2384 29821 -0.00549184 -20.5561 -1.58905
2384 29825 0.206661 -20.2615 -1.61832
2384 29834 0.352112 -20.7853 -1.47754
2384 29869 -0.177633 -20.441 -1.3939
2384 29872 -0.0901549 -20.5547 -1.39887
2384 29877 -0.382543 -19.8919 -1.37421
2384 29991 -0.0255136 -20.5539 -1.47816
2384 30055 -0.465881 -21.2598 -1.46818
2384 30109 -0.736245 -19.7745 -1.7014
2384 30155 0.15088 -20.4281 -1.36567
2384 30207 -0.11459 -20.677 -1.67476
2384 30210 -0.163425 -20.702 -1.62022
2384 30294 -0.291665 -20.7701 -1.3197
2384 30436 -0.376304 -20.2879 -1.57605
2384 30447 -0.278394 -20.3897 -1.62547
2384 30498 -0.0888243 -21.2984 -1.39205
2384 30519 0.0790024 -20.5955 -1.49605
2384 30526 -0.32021 -20.2987 -1.51447
2384 30593 -0.524166 -20.5213 -1.33128
2384 30775 -0.0226126 -20.189 -1.74324
2384 30844 0.559162 -20.8107 -1.47239
2384 30867 0.17548 -19.8019 -1.39378
2384 30926 -0.151953 -20.0833 -1.57809
2384 31097 -0.724982 -20.4686 -1.45748
2384 31125 0.137332 -20.5441 -1.51755
2384 31152 -0.0370149 -20.704 -1.39866
2384 31217 -0.144584 -20.7944 -1.67395
2384 31271 0.140514 -20.2952 -1.48868
2384 31283 0.0886149 -20.9989 -1.50204
2384 31407 0.179603 -20.2152 -1.5517
2384 31464 -0.0391442 -20.6873 -1.53198
2384 31613 0.243308 -20.4812 -1.36636
2384 31655 -0.0919238 -20.6142 -1.69027
2384 31666 -0.178235 -20.9314 -1.54742
2384 31729 0.355404 -20.1574 -1.45325
2384 31750 -0.0721809 -20.5498 -1.53136
2384 31754 -0.16238 -20.6178 -1.4397
2384 31777 0.698386 -20.0082 -1.42722
2384 31866 0.189439 -20.6821 -1.41892
2384 31869 -0.379343 -20.5344 -1.34661
2384 31937 0.287167 -20.7674 -1.4239
2384 31940 -0.357576 -21.0266 -1.38692
2384 31949 0.404552 -20.3871 -1.56459
2384 31999 -0.500477 -20.8559 -1.69825
2384 32025 0.2151 -20.4438 -1.39053
2384 32031 -0.0896749 -20.6179 -1.4321
2384 32037 -0.285685 -20.2354 -1.6258
2384 32051 -0.19791 -19.9536 -1.68401
2384 32133 -0.289792 -20.8349 -1.43757
2384 32155 0.130589 -20.3211 -1.57068
2384 32287 -0.0406694 -20.4834 -1.5394
2384 32308 -0.157828 -20.2275 -1.66267
2384 32311 -1.24662 -21.6699 -1.62035
2384 32343 0.211715 -20.6364 -1.54571
2384 32363 0.243771 -20.7358 -1.53092
2384 32415 0.206342 -20.1163 -1.54586
2384 32487 0.034928 -21.0177 -1.60142
2384 32543 -0.465879 -20.5872 -1.55133
2384 32593 0.52194 -21.1723 -1.48444
2384 32759 -0.0732568 -20.569 -1.43859
2384 32801 0.173896 -20.3505 -1.3369
2384 32862 -0.202577 -20.6072 -1.67529
2384 32886 0.222489 -20.0482 -1.41141
2384 32919 0.00865331 -20.764 -1.57538
2384 32988 -0.057837 -21.2193 -1.45503
2384 32993 0.189712 -21.1074 -1.48885
2384 33022 -0.241895 -19.979 -1.43436
2384 33039 0.0111755 -20.157 -1.54769
2384 33172 -0.0591028 -20.0907 -1.54546
2384 33240 0.129908 -20.4995 -1.59305
2384 33247 -0.598364 -20.2942 -1.55738
2384 33279 0.393644 -20.9211 -1.4131
2384 33357 -0.304207 -20.9731 -1.40305
2384 33419 -0.393804 -21.5641 -1.52594
2384 33515 -0.114864 -21.1541 -1.70019
2384 33557 -0.935223 -20.8541 -1.40862
2384 33566 -0.0207424 -20.386 -1.57482
2384 33582 -0.39838 -21.0109 -1.42559
2384 33584 0.178546 -20.201 -1.30748
2384 33592 -0.105641 -20.7892 -1.59467
2384 33597 -0.634046 -20.7673 -1.51304
2384 33603 -0.323162 -20.8371 -1.52504
2384 33625 0.117629 -20.0567 -1.39689
2384 33642 -0.580756 -20.6826 -1.48257
2384 33668 -0.221827 -20.6498 -1.53188
2384 33698 0.566628 -20.4588 -1.66417
2384 33710 -0.482299 -20.8351 -1.24631
2384 33757 -0.0102599 -20.3978 -1.50852
2384 33820 -0.421792 -20.7319 -1.48316
2384 33853 -0.640656 -20.5453 -1.51711
2384 33876 -0.236143 -20.2631 -1.30969
2384 33890 -0.467383 -20.785 -1.63577
2384 33919 -0.105951 -20.2086 -1.53805
2384 33924 0.192184 -21.0477 -1.59956
2384 33961 0.187094 -20.1958 -1.44899
2384 34023 -0.102244 -20.1459 -1.59141
2384 34029 -0.594626 -19.744 -1.42593
2384 34063 -0.479403 -20.3166 -1.65915
2384 34101 -0.0920957 -20.5704 -1.40689
2384 34157 -0.510656 -20.9401 -1.56481
2384 34159 0.1678 -20.7917 -1.42654
2384 34167 -0.0384744 -20.1914 -1.60838
2384 34315 -0.0733889 -21.444 -1.3897
2384 34337 -0.189942 -21.0189 -1.48116
2384 34352 -0.208103 -20.9176 -1.54665
2384 34361 -0.556107 -20.9136 -1.52012
2384 34458 -0.320598 -20.5455 -1.54263
2384 34460 -0.186942 -20.4608 -1.61846
2384 34521 0.0851154 -20.56 -1.46515
2384 34534 -0.647585 -20.7243 -1.41148
2384 34564 -0.117188 -20.2131 -1.53419
2384 34566 -0.019936 -20.5536 -1.48914
2384 34567 -0.308304 -20.6581 -1.59937
2384 34578 -0.153059 -20.8003 -1.52647
2384 34593 -0.568184 -20.6356 -1.5524
2384 34599 0.0813594 -20.7467 -1.48828
2384 34657 0.517623 -20.1302 -1.63479
2384 34694 -0.232542 -20.3563 -1.65634
2384 34764 0.00913099 -20.8168 -1.50047
2384 34782 -0.616626 -20.4939 -1.41022
2384 34850 -0.381183 -21.3581 -1.49104
2384 34876 -0.163565 -21.1246 -1.33029
2384 34896 -0.150889 -20.5851 -1.44421
2384 34910 -1.0235 -20.8505 -1.35541
2384 34961 0.561256 -21.4238 -1.57254
2384 34996 -0.343187 -20.6881 -1.63351
2384 35007 -0.306153 -21.1272 -1.54601
2384 35012 0.248491 -20.3878 -1.57763
2384 35019 -0.350774 -20.3505 -1.59389
2384 35023 -0.467298 -21.1586 -1.5153
2384 35033 0.293858 -20.8813 -1.35796
2384 35061 0.0255311 -20.3258 -1.35494
2384 35117 -0.30597 -20.6647 -1.6384
2384 35175 0.1206 -20.7811 -1.37941
2384 35277 -0.353003 -20.5427 -1.42129
2384 35324 -0.411604 -20.8901 -1.34865
2384 35456 -0.262144 -20.8598 -1.45046
2384 35488 -0.0609345 -20.6832 -1.38549
2384 35581 -0.540589 -20.1582 -1.39832
2384 35630 -0.260101 -20.4824 -1.59685
2384 35662 -0.0633431 -20.4652 -1.51261
2384 35730 0.0434395 -20.6945 -1.46086
2384 35871 -0.07634 -20.348 -1.52077
2384 35943 -0.227965 -20.7575 -1.37878
2384 36076 -0.420591 -20.9584 -1.38745
2384 36084 -0.534581 -20.4302 -1.68213
2384 36114 -0.0262155 -20.2409 -1.35356
2384 36323 -0.294144 -20.4246 -1.42164
2384 36440 -0.525659 -20.1811 -1.4272
2384 36488 0.379985 -20.2487 -1.74504
2384 36510 -0.0961469 -21.4669 -1.33817
2384 36527 0.187934 -20.497 -1.42614
2384 36532 -0.646223 -21.2394 -1.51343
2384 36540 -0.221471 -20.4155 -1.29249
2384 36584 0.666782 -20.6344 -1.76483
2384 36650 -0.152895 -20.3662 -1.41072
2384 36724 0.227467 -20.2598 -1.66539
2384 36742 0.146014 -20.7668 -1.53464
2384 36759 0.459136 -20.0985 -1.60686
2384 36813 -0.010051 -20.7959 -1.37203
2384 36852 0.198379 -20.4225 -1.36322
2384 36918 -0.35115 -20.48 -1.37977
2384 37088 -0.385552 -20.5068 -1.5234
2384 37175 -0.300463 -20.9016 -1.67261
2384 37186 -0.639622 -20.65 -1.76077
2384 37333 0.112118 -20.3165 -1.57568
2384 37375 -0.290831 -21.1153 -1.43227
2384 37396 -0.0988883 -20.0786 -1.60411
2384 37409 -0.278941 -19.3712 -1.41172
2384 37441 0.76872 -21.2246 -1.41765
2384 37452 0.179909 -20.3699 -1.44279
2384 37479 -0.667982 -20.8304 -1.45681
2384 37505 -0.388331 -20.1394 -1.52367
2384 37588 -0.383597 -20.8729 -1.53781
2384 37613 -0.727557 -20.9193 -1.45774
2384 37678 -0.331128 -21.1407 -1.49991
2384 37766 -0.129686 -20.3792 -1.48638
2384 37788 -0.834449 -21.1608 -1.48248
2384 37795 0.130303 -20.2884 -1.45404
2384 37814 -0.169876 -20.9404 -1.4711
2384 37883 -0.0951121 -21.0789 -1.37458
2384 37886 -0.0892893 -20.7289 -1.64749
2384 37936 -0.670948 -20.5061 -1.52716
2384 37944 -0.980822 -21.1802 -1.47947
2384 38001 -0.739821 -20.4828 -1.58446
2384 38015 -0.584841 -22.0342 -1.58445
2384 38053 -0.243502 -20.681 -1.31553
2384 38127 -0.199134 -20.9727 -1.33895
2384 38143 0.00231944 -20.4688 -1.38041
2384 38210 -0.231645 -20.5003 -1.42057
2384 38262 0.420433 -20.4974 -1.59008
2384 38273 0.302667 -20.6053 -1.37892
2384 38341 -0.317922 -19.9429 -1.51991
2384 38402 -0.287896 -20.3179 -1.56921
2384 38461 -0.346904 -19.9591 -1.38414
2384 38689 -0.65114 -20.9141 -1.48867
2384 38696 -0.00921416 -21.1183 -1.50841
2384 38740 0.0203626 -20.7162 -1.59809
2384 38752 -0.377056 -20.6391 -1.58092
2384 38802 0.188789 -20.5012 -1.53673
2384 38817 -0.696861 -20.4229 -1.52872
2384 38855 -0.607085 -20.3907 -1.6301
2384 38880 -0.50281 -20.5888 -1.7136
2384 38939 -0.382437 -20.5952 -1.3866
2384 38957 -0.0515712 -20.7097 -1.4629
2384 38979 -0.453334 -20.6431 -1.44868
2384 38985 -0.422232 -20.3538 -1.56804
2384 39098 -0.792525 -20.8743 -1.2816
2384 39132 0.345138 -19.6156 -1.43705
2384 39186 0.0452537 -20.6215 -1.51891
2384 39224 0.0479041 -19.6558 -1.37823
2384 39244 0.000601092 -20.5883 -1.43287
2384 39273 0.296478 -20.4652 -1.71123
2384 39304 -0.221559 -20.5052 -1.33779
2384 39395 0.577675 -20.1932 -1.51939
2384 39414 -0.35713 -20.5218 -1.45148
2384 39511 -0.554892 -20.4253 -1.45564
2384 39561 0.229367 -19.8416 -1.49655
2384 39630 -0.0310764 -20.3351 -1.53651
2384 39701 0.0374435 -20.5445 -1.44406
2384 39714 0.305772 -20.6784 -1.37145
2384 39757 0.175923 -21.0898 -1.51904
2384 39788 -0.725261 -20.5832 -1.52943
2384 39823 0.238414 -20.5507 -1.55708
2384 39844 -0.29427 -20.2593 -1.49857
2384 39899 -0.680713 -20.3058 -1.50535
2384 39911 -0.0595065 -20.6303 -1.58198
2384 39917 -0.43687 -21.162 -1.37414
2384 39949 -0.734176 -20.7192 -1.69308
2384 39982 0.34949 -20.8285 -1.58859
2384 40021 -0.209452 -20.4435 -1.57354
2384 40034 -0.262151 -20.523 -1.66563
2384 40065 0.00584156 -20.2678 -1.53691
2384 40079 -0.0715906 -20.6949 -1.39936
2384 40103 -0.370557 -20.3827 -1.41037
2384 40174 0.36228 -20.1277 -1.28111
2384 40177 -0.472085 -21.0748 -1.5315
2384 40201 -0.144951 -20.3994 -1.41747
2384 40221 0.594119 -21.2202 -1.45086
2384 40223 -0.221262 -20.6899 -1.51276
2384 40242 0.158031 -20.7496 -1.46175
2384 40280 -0.0785554 -20.2962 -1.39064
2384 40283 0.175511 -20.3187 -1.5108
2384 40289 -0.111252 -20.4998 -1.45868
2384 40304 0.0772687 -20.3558 -1.59025
2384 40393 -0.0995892 -20.4127 -1.50743
2384 40460 -0.269864 -20.4254 -1.54663
2384 40481 -0.0834304 -20.9758 -1.38409
2384 40558 0.478355 -20.4156 -1.44748
2384 40563 -0.510657 -20.696 -1.50823
2384 40656 -0.34262 -20.8724 -1.58344
2384 40672 0.0820074 -20.4023 -1.36924
2384 40800 0.163439 -20.451 -1.48892
2384 40832 -0.2112 -20.0014 -1.56421
2384 40875 0.42326 -20.6522 -1.48042
2384 40903 -0.692443 -20.2703 -1.55832
2384 40919 -0.143253 -20.5912 -1.59975
2384 40931 -0.582114 -20.655 -1.65934
2384 40938 -0.133085 -21.5203 -1.33321
2384 40955 0.0450668 -20.8237 -1.48807
2384 40964 -0.8296 -20.0512 -1.38349
2384 41017 -0.448102 -20.3917 -1.5377
2384 41089 0.216222 -20.5379 -1.48635
2384 41094 -0.124229 -20.1605 -1.24684
2384 41112 -0.14328 -20.1034 -1.45226
2384 41196 -0.199833 -21.0253 -1.44164
2384 41252 -0.639759 -20.0563 -1.43147
2384 41266 -0.517643 -20.6953 -1.50378
2384 41271 0.0671079 -20.485 -1.42658
2384 41281 -0.626706 -20.7784 -1.32454
2384 41323 -0.393586 -20.7096 -1.32335
2384 41382 -0.25909 -20.9149 -1.46933
2384 41399 0.279048 -20.5395 -1.49463
2384 41444 -0.666991 -21.2593 -1.3794
2384 41520 0.108722 -20.5374 -1.41511
2384 41537 -0.736705 -20.4892 -1.36489
2384 41560 0.128857 -20.4465 -1.52669
2384 41570 -0.323859 -20.6591 -1.48952
2384 41584 -0.61254 -20.8298 -1.56912
2384 41763 0.170884 -20.1122 -1.43821
2384 41768 -0.0558338 -21.1385 -1.47706
2384 41812 -0.00359154 -20.3123 -1.41047
2384 41830 -0.479011 -20.5672 -1.51238
2384 41880 -0.678482 -20.2167 -1.35903
2384 41887 0.0520059 -20.4867 -1.49838
2384 41941 -0.420981 -20.6759 -1.46254
2384 41958 -0.344885 -20.371 -1.4784
2384 41977 -0.582346 -20.9962 -1.56158
2384 42023 -0.299312 -20.5245 -1.34961
2384 42039 -0.39962 -20.6603 -1.57957
2384 42055 0.347172 -20.8394 -1.52032
2384 42075 -0.289539 -20.5254 -1.33291
2384 42105 -0.190392 -20.5267 -1.49815
2384 42111 -0.0770031 -20.4596 -1.51758
2384 42198 -0.358813 -20.342 -1.41117
2384 42207 0.0784715 -20.4501 -1.58289
2384 42242 0.442783 -20.5645 -1.4784
2384 42253 -0.321133 -19.7244 -1.45591
2384 42317 0.0460217 -20.6369 -1.46009
2384 42330 -0.403212 -21.0315 -1.33147
2384 42424 -0.0235631 -20.9095 -1.54594
2384 42455 -0.207442 -20.3967 -1.38149
2384 42464 -0.44736 -20.6598 -1.45395
2384 42537 -0.343404 -20.5557 -1.32278
2384 42630 -0.0863811 -20.308 -1.32725
2384 42642 0.221094 -20.3709 -1.61088
2384 42776 -1.41412 -20.7237 -1.69559
2384 42809 -0.187631 -20.3747 -1.41693
2384 42833 0.26596 -20.4063 -1.47127
2384 42908 -0.584258 -20.9846 -1.55202
2384 42914 0.37758 -20.5921 -1.7084
2384 42925 -0.27069 -20.8843 -1.62221
2384 42929 -0.161417 -20.7243 -1.36617
2384 43016 -0.454141 -20.7992 -1.53066
2384 43021 -0.0306543 -20.1033 -1.41569
2384 43053 0.293864 -20.3252 -1.40671
2384 43088 -0.644129 -19.8598 -1.39453
2384 43172 -0.0152933 -20.8764 -1.42273
2384 43282 -0.216472 -20.4803 -1.62053
2384 43331 -0.240634 -20.8973 -1.45587
2384 43335 -0.137044 -20.6318 -1.6227
2384 43385 0.471703 -20.7791 -1.52414
2384 43404 -0.312207 -21.3298 -1.61623
2384 43481 -0.619895 -20.9756 -1.49676
2384 43494 0.105834 -21.0952 -1.37074
2384 43495 -0.0774324 -20.4177 -1.68211
2384 43506 -0.382608 -20.5963 -1.49167
2384 43635 -0.174552 -20.7605 -1.35414
2384 43661 0.0518485 -20.2156 -1.26519
2384 43665 -0.682843 -20.4109 -1.02563
2384 43688 -0.193783 -20.2055 -1.42722
2384 43873 -0.236509 -20.2659 -1.53355
2384 43947 -0.0404992 -20.562 -1.49057
2384 44042 -0.371218 -20.176 -1.44084
2384 44059 0.0676855 -20.3979 -1.37848
2384 44065 -0.801794 -20.2299 -1.54587
2384 44107 -0.257105 -20.6217 -1.49101
2384 44226 -0.394253 -20.4645 -1.73346
2384 44248 0.10183 -20.5095 -1.4889
2384 44288 -0.0264913 -19.7774 -1.506
2384 44312 -0.0731517 -20.5953 -1.37008
2384 44357 -0.38887 -20.9267 -1.56337
2384 44446 -0.0897838 -20.3966 -1.73295
2384 44514 -0.130187 -20.714 -1.27461
2384 44535 -0.223292 -20.3237 -1.37901
2384 44606 0.250003 -20.6152 -1.50833
2384 44648 -0.238886 -19.9502 -1.59525
2384 44717 0.367754 -20.7269 -1.38026
2384 44763 0.377247 -20.3654 -1.49507
2384 44785 -0.51863 -20.7566 -1.456
2384 44795 -0.0854926 -20.3368 -1.48145
2384 44932 -0.143172 -21.0366 -1.52186
2384 45067 0.207204 -20.5732 -1.50453
2384 45068 -0.119115 -21.0976 -1.48062
2384 45076 0.197128 -20.4218 -1.67368
2384 45093 -0.452426 -20.9908 -1.50249
2384 45127 0.965358 -20.8981 -1.43143
2384 45172 0.0722481 -20.6321 -1.62328
2384 45236 0.0067879 -20.9841 -1.47007
2384 45283 0.0954171 -19.7348 -1.4706
2384 45380 -0.348731 -20.8821 -1.57924
2384 45516 -0.287804 -20.726 -1.55393
2384 45558 0.0235301 -20.6946 -1.4236
2384 45568 0.141775 -20.6363 -1.42688
2384 45609 0.0582714 -20.7441 -1.4128
2384 45612 -0.230446 -20.8288 -1.5328
2384 45613 -0.133736 -20.1226 -1.48646
2384 45616 0.0587439 -20.0817 -1.38813
2384 45667 0.0625708 -20.5148 -1.64019
2384 45681 0.440435 -20.1711 -1.68821
2384 45714 0.22894 -20.3828 -1.46055
2384 45738 -0.221837 -20.5684 -1.59365
2384 45760 -0.0503288 -20.6523 -1.51311
2384 45965 -0.245003 -20.9952 -1.4138
2384 45975 -1.01377 -21.4116 -1.38553
2384 45986 0.253761 -20.9562 -1.58102
2384 46005 -0.252992 -20.8153 -1.68273
2384 46013 -0.130251 -20.5885 -1.4537
2384 46045 -0.338747 -20.5479 -1.42687
2384 46078 -0.138503 -20.6587 -1.49485
2384 46079 0.320227 -20.1557 -1.55409
2384 46197 0.0478446 -20.8549 -1.42024
2384 46200 -0.191741 -20.1456 -1.4903
2384 46267 -0.251701 -20.4063 -1.48216
2384 46278 0.174912 -21.063 -1.66951
2384 46340 0.0493802 -20.3134 -1.54784
2384 46359 -0.287095 -20.9041 -1.56508
2384 46371 0.0841791 -20.1544 -1.32723
2384 46385 -0.100479 -20.3749 -1.46891
2384 46389 -0.284626 -20.5188 -1.40419
2384 46409 -0.317779 -20.7801 -1.34932
2384 46418 -0.286483 -20.7239 -1.65502
2384 46475 -0.531482 -20.5283 -1.4046
2384 46495 0.250244 -20.5239 -1.47455
2384 46553 0.100304 -20.6203 -1.466
2384 46612 -0.470206 -20.4986 -1.46439
2384 46754 0.0551127 -21.2794 -1.47214
2384 46790 -0.122527 -20.5953 -1.61919
2384 46831 0.0427523 -20.1206 -1.57351
2384 46857 -0.0350258 -20.716 -1.50844
2384 46873 -0.0186335 -20.3485 -1.59577
2384 46887 0.175386 -20.477 -1.44042
2384 46888 0.00433784 -20.719 -1.55194
2384 46890 0.150506 -20.6822 -1.62026
2384 46903 0.083564 -19.8766 -1.46818
2384 46987 0.0417109 -20.4984 -1.34158
2384 47088 -0.319995 -20.3472 -1.35019
2384 47101 -0.220568 -21.1311 -1.39432
2384 47166 -0.24595 -20.5287 -1.46098
2384 47252 -0.654157 -21.168 -1.27351
2384 47272 -0.179539 -20.4597 -1.34347
2384 47287 -0.863338 -20.6479 -1.75314
2384 47329 0.104224 -20.2366 -1.49204
2384 47484 -0.529794 -20.7624 -1.36271
2384 47485 -0.421074 -20.3622 -1.52319
2384 47688 -0.673771 -20.626 -1.32543
2384 47699 0.200667 -20.6585 -1.38527
2384 47723 -0.470928 -20.556 -1.45744
2384 47761 -0.162518 -20.7207 -1.55515
2384 47863 -0.407747 -20.8579 -1.44634
2384 47875 0.77109 -19.9933 -1.54407
2384 48005 -0.341607 -20.5661 -1.57906
2384 48052 0.394179 -20.3791 -1.4825
2384 48096 -0.0325743 -21.0353 -1.4656
2384 48132 -0.144519 -20.2976 -1.43252
2384 48144 -0.137388 -20.4331 -1.35066
2384 48267 0.492932 -20.7003 -1.28881
2384 48336 -0.110145 -20.4581 -1.40244
2384 48426 0.496225 -19.9668 -1.51434
2384 48460 -0.158604 -20.0152 -1.37973
2384 48476 -0.357454 -20.6445 -1.35428
2384 48488 0.166932 -20.1774 -1.41231
2384 48632 -0.133713 -20.9551 -1.51817
2384 48702 -0.13385 -20.5413 -1.4884
2384 48763 0.115373 -20.7731 -1.54976
2384 48844 0.00720878 -20.6758 -1.5784
2384 48865 -0.0614578 -20.7126 -1.51361
2384 48895 -0.124755 -20.1644 -1.5836
2384 49032 0.308217 -20.5237 -1.4556
2384 49049 -0.0461684 -20.3489 -1.53447
2384 49111 -0.870355 -20.8885 -1.50222
2384 49143 0.370941 -20.4063 -1.5681
2384 49232 -0.300095 -20.5785 -1.76038
2384 49235 -0.392887 -20.819 -1.54555
2384 49241 -0.420914 -20.2239 -1.58085
2384 49255 -0.223805 -20.5309 -1.47393
2384 49322 -0.591891 -19.358 -1.64521
2384 49411 0.117834 -20.3527 -1.56516
2384 49505 -0.210159 -20.7331 -1.563
2384 49516 -0.602112 -20.866 -1.55498
2384 49649 -0.717436 -20.2357 -1.44325
2384 49659 -0.181382 -20.1383 -1.63895
2384 49666 0.279371 -20.4566 -1.5818
2384 49682 -0.17701 -20.4612 -1.40733
2384 49722 -0.475879 -20.9239 -1.62208
2384 49725 -0.0758764 -20.6536 -1.44428
2384 49760 -0.0855872 -20.2112 -1.34751
2384 49890 -0.221556 -19.9847 -1.63532
2384 49894 -0.0309578 -20.3585 -1.43181
2384 49966 -0.0330944 -20.6302 -1.43878
2384 50038 -0.0706392 -20.4265 -1.42734
2384 50092 -0.0690827 -20.9528 -1.58385
2384 50094 -0.170713 -20.5958 -1.46219
2384 50132 -0.47012 -20.3572 -1.50752
2384 50201 -0.0732862 -20.4473 -1.52087
2384 50234 -0.0655259 -20.2194 -1.43088
2384 50376 0.254351 -20.9173 -1.28825
2384 50439 -0.0489223 -20.4671 -1.53111
2384 50509 0.0506679 -20.5126 -1.41519
2384 50514 -0.163582 -20.7821 -1.49594
2384 50552 0.105259 -21.0136 -1.55604
2384 50617 -0.293971 -20.6709 -1.53311
2384 50624 -0.202642 -20.4124 -1.67971
2384 50634 -0.820925 -20.089 -1.52492
2384 50678 0.186683 -20.5669 -1.57941
2384 50699 0.245646 -21.0276 -1.41206
2384 50705 0.444492 -20.6859 -1.50081
2384 50744 0.868877 -20.5083 -1.53027
2384 50749 -0.0976319 -20.5866 -1.46998
