#RunNum   EventNum    x(mm)    y(mm)    z(mm)
2384 45093 -0.452426 -20.9908 -1.50249
2384 45616 0.0587439 -20.0817 -1.38813
2384 46409 -0.317779 -20.7801 -1.34932
2384 46495 0.250244 -20.5239 -1.47455
2384 46890 0.150506 -20.6822 -1.62026
2384 47699 0.200667 -20.6585 -1.38527
2384 47723 -0.470928 -20.556 -1.45744
2384 49111 -0.870355 -20.8885 -1.50222
2384 49411 0.117834 -20.3527 -1.56516
2384 49894 -0.0309578 -20.3585 -1.43181
2384 50132 -0.47012 -20.3572 -1.50752
2384 51159 -0.0566659 -20.8304 -1.55317
2384 51571 -0.511089 -19.6149 -1.59758
2384 52022 0.145163 -20.7268 -1.60008
2384 52431 0.337591 -20.6709 -1.45908
2384 52468 0.0427899 -20.3743 -1.4931
2384 52904 -0.72239 -20.7678 -1.41469
2384 54804 -0.344694 -20.7236 -1.53901
2384 54924 -0.48152 -20.7811 -1.61785
2384 54984 0.181508 -20.3937 -1.484
2384 55106 -0.531376 -20.6831 -1.49352
2384 55343 -0.340311 -20.6768 -1.55727
2384 55365 -0.106391 -20.1802 -1.44309
2384 55763 0.371571 -21.6028 -1.52047
2384 56076 0.310591 -20.2639 -1.50917
2384 56182 -0.0995952 -20.9237 -1.5798
2384 56413 -0.236959 -20.7026 -1.33303
2384 57012 -0.851667 -20.9259 -1.65945
2384 57544 -0.899903 -20.2644 -1.47763
2384 57896 -0.260006 -20.5328 -1.48596
2384 58098 0.279563 -20.5704 -1.57754
2384 58219 -0.341049 -20.5659 -1.57065
2384 58318 -0.310309 -20.9171 -1.43618
2384 58596 -0.0770648 -20.5477 -1.54072
2384 58769 -0.390962 -20.0879 -1.48535
2384 58847 -0.561182 -20.4961 -1.51726
2384 58861 -0.0946569 -20.2748 -1.55064
2384 58988 -0.597898 -20.8609 -1.5705
2384 59321 0.148664 -20.9559 -1.41531
2384 59438 0.144724 -20.8865 -1.51813
2384 60342 0.135172 -20.3506 -1.38843
2384 60439 -0.353758 -20.4651 -1.46238
2384 60857 -0.444976 -20.9013 -1.39847
2384 61270 -0.13169 -20.3305 -1.50063
2384 61966 0.518109 -20.3058 -1.30044
2384 62145 -0.141088 -20.3856 -1.42401
2384 62678 -0.626619 -19.6354 -1.52513
2384 64581 0.0589353 -20.5882 -1.64777
2384 64987 -0.146929 -20.698 -1.50707
2384 65221 -0.393905 -20.7083 -1.57485
2384 65239 -0.0862247 -20.5487 -1.47828
2384 65549 -0.057451 -20.9591 -1.44804
2384 65632 0.151843 -20.2968 -1.41595
2384 65670 -0.620579 -19.7191 -1.51605
2384 65700 -0.2934 -20.7243 -1.59079
2384 65767 -0.132179 -19.9242 -1.4141
2384 66276 -0.0689939 -20.548 -1.47227
2384 66432 -0.0204089 -20.5575 -1.49371
2384 67036 -0.192634 -20.5975 -1.38195
2384 67054 -0.611005 -20.5676 -1.49676
2384 67181 -0.16927 -20.6544 -1.56915
2384 67281 -0.921057 -20.5435 -1.52532
2384 68456 -0.636897 -20.9767 -1.45159
2384 69416 0.295293 -20.4973 -1.5215
2384 69663 -0.0498117 -20.3055 -1.49332
2384 69755 -0.778394 -20.4985 -1.54986
2384 70542 -0.331471 -20.1275 -1.35464
2384 70761 -0.133478 -20.3713 -1.55547
2384 71840 -0.320123 -20.4477 -1.53848
2384 72200 -0.0853514 -20.9122 -1.45789
2384 72714 -1.00756 -20.4974 -1.42554
2384 72849 0.785166 -20.8051 -1.46223
2384 73407 -0.279941 -20.7072 -1.30571
2384 73874 -0.173064 -21.0669 -1.58875
2384 74111 0.0897335 -21.0663 -1.35707
2384 74784 -0.450565 -20.7478 -1.25051
2384 74812 -0.0817219 -20.287 -1.42448
2384 74851 -0.489895 -20.1353 -1.46728
2384 75615 -0.549145 -20.3467 -1.61821
2384 75719 -0.14078 -20.7964 -1.46808
2384 76616 0.0892551 -20.5047 -1.5139
2384 77168 -0.44237 -19.635 -1.67363
2384 77182 -0.0485925 -20.941 -1.44926
2384 77463 0.0720681 -20.4112 -1.61564
2384 77474 0.0758344 -20.3811 -1.38409
2384 78113 0.836914 -20.813 -1.3675
2384 78660 -0.0531619 -20.3182 -1.50495
2384 78673 -0.404887 -20.641 -1.33456
2384 79092 0.0169184 -20.0054 -1.50471
2384 79143 -0.567975 -20.3954 -1.68665
2384 79169 -0.312509 -21.2073 -1.63863
2384 80599 -0.428814 -20.6164 -1.50652
2384 80645 -0.192182 -20.7597 -1.5097
2384 81179 -0.380836 -20.1095 -1.45957
2384 81789 0.203591 -19.6759 -1.51568
2384 81836 0.233589 -20.7242 -1.49406
2384 82025 -0.469592 -19.772 -1.63276
2384 82045 -0.0920376 -20.523 -1.5656
2384 82224 -0.527723 -20.745 -1.47875
2384 82359 -0.20361 -20.3594 -1.43981
2384 82761 -0.388518 -20.4789 -1.56796
2384 83121 -0.640064 -20.8108 -1.4158
2384 83178 -0.478216 -21.0504 -1.4496
2384 83654 -0.71556 -20.4712 -1.56022
2384 83763 -0.146507 -20.0181 -1.08207
2384 83893 -0.346444 -20.6868 -1.46045
2384 83957 -0.256219 -20.6166 -1.58705
2384 84791 0.653738 -20.2405 -1.59463
2384 84829 -0.554779 -19.6664 -1.36197
2384 85167 -0.205231 -20.2686 -1.46985
2384 86540 -0.581676 -20.4571 -1.53181
2384 87103 0.188728 -21.293 -1.63173
2384 88408 -0.179338 -20.3782 -1.57836
2384 88705 -0.201073 -20.0316 -1.40796
2384 88761 0.071474 -20.52 -1.37383
2384 88897 -0.0778502 -20.5053 -1.5677
2384 89359 -0.550369 -20.5874 -1.15698
2384 89480 -0.166411 -20.6686 -1.39677
2384 89534 -0.0163066 -20.6301 -1.52216
2384 89583 0.136512 -20.3888 -1.53359
2384 89951 0.473748 -20.7216 -1.5277
2384 90077 -0.20854 -20.3763 -1.57715
2384 90646 -0.463403 -21.5885 -1.4786
2384 90704 -0.221827 -20.7312 -1.52591
2384 91453 -0.0864446 -20.9262 -1.47006
2384 91710 -0.335416 -20.5781 -1.38282
2384 92109 0.289292 -20.3307 -1.57723
2384 92311 0.156866 -20.3136 -1.51136
2384 92343 -0.319879 -20.4098 -1.54376
2384 93101 -0.0534625 -20.401 -1.27344
2384 93323 0.161404 -20.7527 -1.3282
2384 93475 -0.401629 -20.339 -1.56179
2384 93547 -0.0784742 -20.6501 -1.34627
2384 93637 -0.0132166 -20.3708 -1.52812
2384 93673 0.00467038 -20.3402 -1.6692
2384 94629 -0.435304 -20.6641 -1.63883
2384 94690 -0.541544 -20.4917 -1.50146
2384 94716 -0.227531 -20.8699 -1.60948
2384 94891 -0.361468 -20.928 -1.47952
2384 95023 -0.40823 -20.8075 -1.33298
2384 95244 -0.081721 -20.3526 -1.50537
2384 96231 0.232475 -20.7316 -1.54783
2384 96257 -0.180021 -20.5869 -1.4769
2384 96389 0.151555 -20.1058 -1.35589
2384 96454 -0.047205 -20.8177 -1.50291
2384 96559 -0.221785 -20.7923 -1.41553
